patient_id,condition_section,repetition,F1_drop_section,omission_rise_section,hallucination_rise_section,condition_filler,F1_drop_filler,omission_rise_filler,hallucination_rise_filler,DRE_section_vs_filler
patient_63,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_64,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_65,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_66,section_redundancy,16,0.39999999999999997,2.0,2.0,filler_control,0.0,0.0,0.0,0.39999999999999997
patient_67,section_redundancy,16,0.2857142857142857,2.0,2.0,filler_control,0.0,0.0,0.0,0.2857142857142857
patient_68,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_69,section_redundancy,16,-0.39999999999999997,-2.0,-2.0,filler_control,-0.39999999999999997,-2.0,-2.0,0.0
patient_70,section_redundancy,16,0.16190476190476188,1.0,2.0,filler_control,0.16190476190476188,1.0,2.0,0.0
patient_71,section_redundancy,16,0.0,0.0,0.0,filler_control,0.1029411764705882,1.0,0.0,-0.1029411764705882
patient_72,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_73,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_74,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_75,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_76,section_redundancy,16,0.39999999999999997,2.0,2.0,filler_control,0.0,0.0,0.0,0.39999999999999997
patient_77,section_redundancy,16,0.2857142857142857,2.0,2.0,filler_control,0.0,0.0,0.0,0.2857142857142857
patient_78,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_79,section_redundancy,16,-0.39999999999999997,-2.0,-2.0,filler_control,-0.39999999999999997,-2.0,-2.0,0.0
patient_80,section_redundancy,16,0.16190476190476188,1.0,2.0,filler_control,0.0,0.0,0.0,0.16190476190476188
patient_81,section_redundancy,16,0.014705882352941207,0.0,1.0,filler_control,0.1029411764705882,1.0,0.0,-0.088235294117647
patient_82,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_83,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_84,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_85,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_86,section_redundancy,16,0.39999999999999997,2.0,2.0,filler_control,0.0,0.0,0.0,0.39999999999999997
patient_87,section_redundancy,16,0.2857142857142857,2.0,2.0,filler_control,0.0,0.0,0.0,0.2857142857142857
patient_88,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_89,section_redundancy,16,-0.39999999999999997,-2.0,-2.0,filler_control,-0.39999999999999997,-2.0,-2.0,0.0
patient_90,section_redundancy,16,0.16190476190476188,1.0,2.0,filler_control,0.0,0.0,0.0,0.16190476190476188
patient_91,section_redundancy,16,0.0,0.0,0.0,filler_control,-0.022058823529411797,0.0,-1.0,0.022058823529411797
patient_92,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_93,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_94,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_95,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_96,section_redundancy,16,0.39999999999999997,2.0,2.0,filler_control,0.0,0.0,0.0,0.39999999999999997
patient_97,section_redundancy,16,0.2857142857142857,2.0,2.0,filler_control,0.0,0.0,0.0,0.2857142857142857
patient_98,section_redundancy,16,0.0,0.0,0.0,filler_control,0.0,0.0,0.0,0.0
patient_99,section_redundancy,16,-0.39999999999999997,-2.0,-2.0,filler_control,-0.39999999999999997,-2.0,-2.0,0.0
