patient_id,condition,repetition,micro_f1,omission_count,hallucination_count
patient_60,section_redundancy,1,0.4285714285714285,4.0,4.0
patient_60,section_redundancy,5,0.4285714285714285,4.0,4.0
patient_60,section_redundancy,10,0.4285714285714285,4.0,4.0
patient_60,section_redundancy,16,0.2666666666666666,5.0,6.0
patient_61,filler_control,1,0.3529411764705882,6.0,5.0
patient_61,filler_control,5,0.375,6.0,4.0
patient_61,filler_control,10,0.25,7.0,5.0
patient_61,filler_control,16,0.4705882352941176,5.0,4.0
patient_61,section_redundancy,1,0.3529411764705882,6.0,5.0
patient_61,section_redundancy,5,0.3529411764705882,6.0,5.0
patient_61,section_redundancy,10,0.3529411764705882,6.0,5.0
patient_61,section_redundancy,16,0.2352941176470588,7.0,6.0
patient_62,filler_control,1,0.7142857142857143,2.0,2.0
patient_62,filler_control,5,0.7142857142857143,2.0,2.0
patient_62,filler_control,10,0.7142857142857143,2.0,2.0
patient_62,filler_control,16,0.7142857142857143,2.0,2.0
patient_62,section_redundancy,1,0.7142857142857143,2.0,2.0
patient_62,section_redundancy,5,0.7142857142857143,2.0,2.0
patient_62,section_redundancy,10,0.7142857142857143,2.0,2.0
patient_62,section_redundancy,16,0.7142857142857143,2.0,2.0
patient_63,filler_control,1,0.4444444444444444,5.0,5.0
patient_63,filler_control,5,0.4444444444444444,5.0,5.0
patient_63,filler_control,10,0.4444444444444444,5.0,5.0
patient_63,filler_control,16,0.4444444444444444,5.0,5.0
patient_63,section_redundancy,1,0.4444444444444444,5.0,5.0
patient_63,section_redundancy,5,0.4444444444444444,5.0,5.0
patient_63,section_redundancy,10,0.4444444444444444,5.0,5.0
patient_63,section_redundancy,16,0.4444444444444444,5.0,5.0
patient_64,filler_control,1,0.6666666666666666,2.0,2.0
patient_64,filler_control,5,0.6666666666666666,2.0,2.0
patient_64,filler_control,10,0.6666666666666666,2.0,2.0
patient_64,filler_control,16,0.6666666666666666,2.0,2.0
patient_64,section_redundancy,1,0.6666666666666666,2.0,2.0
patient_64,section_redundancy,5,0.6666666666666666,2.0,2.0
patient_64,section_redundancy,10,0.6666666666666666,2.0,2.0
patient_64,section_redundancy,16,0.6666666666666666,2.0,2.0
patient_65,filler_control,1,0.3529411764705882,6.0,5.0
patient_65,filler_control,5,0.3529411764705882,6.0,5.0
patient_65,filler_control,10,0.3529411764705882,6.0,5.0
patient_65,filler_control,16,0.3529411764705882,6.0,5.0
patient_65,section_redundancy,1,0.3529411764705882,6.0,5.0
patient_65,section_redundancy,5,0.3529411764705882,6.0,5.0
patient_65,section_redundancy,10,0.3529411764705882,6.0,5.0
patient_65,section_redundancy,16,0.3529411764705882,6.0,5.0
patient_66,filler_control,1,0.6,2.0,2.0
patient_66,filler_control,5,0.6,2.0,2.0
patient_66,filler_control,10,0.6,2.0,2.0
patient_66,filler_control,16,0.6,2.0,2.0
patient_66,section_redundancy,1,0.6,2.0,2.0
patient_66,section_redundancy,5,0.6,2.0,2.0
patient_66,section_redundancy,10,0.2,4.0,4.0
patient_66,section_redundancy,16,0.2,4.0,4.0
patient_67,filler_control,1,0.5714285714285714,3.0,3.0
patient_67,filler_control,5,0.5714285714285714,3.0,3.0
patient_67,filler_control,10,0.5714285714285714,3.0,3.0
patient_67,filler_control,16,0.5714285714285714,3.0,3.0
patient_67,section_redundancy,1,0.5714285714285714,3.0,3.0
patient_67,section_redundancy,5,0.2857142857142857,5.0,5.0
patient_67,section_redundancy,10,0.2857142857142857,5.0,5.0
patient_67,section_redundancy,16,0.2857142857142857,5.0,5.0
patient_68,filler_control,1,0.4705882352941176,5.0,4.0
patient_68,filler_control,5,0.4705882352941176,5.0,4.0
patient_68,filler_control,10,0.4705882352941176,5.0,4.0
patient_68,filler_control,16,0.4705882352941176,5.0,4.0
patient_68,section_redundancy,1,0.4705882352941176,5.0,4.0
patient_68,section_redundancy,5,0.4705882352941176,5.0,4.0
patient_68,section_redundancy,10,0.2222222222222222,7.0,7.0
patient_68,section_redundancy,16,0.4705882352941176,5.0,4.0
patient_69,filler_control,1,0.2,4.0,4.0
patient_69,filler_control,5,0.2,4.0,4.0
patient_69,filler_control,10,0.6,2.0,2.0
patient_69,filler_control,16,0.6,2.0,2.0
patient_69,section_redundancy,1,0.2,4.0,4.0
patient_69,section_redundancy,5,0.6,2.0,2.0
patient_69,section_redundancy,10,0.6,2.0,2.0
patient_69,section_redundancy,16,0.6,2.0,2.0
patient_70,filler_control,1,0.4285714285714285,4.0,4.0
patient_70,filler_control,5,0.4285714285714285,4.0,4.0
patient_70,filler_control,10,0.4285714285714285,4.0,4.0
patient_70,filler_control,16,0.2666666666666666,5.0,6.0
patient_70,section_redundancy,1,0.4285714285714285,4.0,4.0
patient_70,section_redundancy,5,0.4285714285714285,4.0,4.0
patient_70,section_redundancy,10,0.4285714285714285,4.0,4.0
patient_70,section_redundancy,16,0.2666666666666666,5.0,6.0
patient_71,filler_control,1,0.3529411764705882,6.0,5.0
patient_71,filler_control,5,0.375,6.0,4.0
patient_71,filler_control,10,0.25,7.0,5.0
patient_71,filler_control,16,0.25,7.0,5.0
patient_71,section_redundancy,1,0.2352941176470588,7.0,6.0
patient_71,section_redundancy,5,0.3529411764705882,6.0,5.0
patient_71,section_redundancy,10,0.3529411764705882,6.0,5.0
patient_71,section_redundancy,16,0.2352941176470588,7.0,6.0
patient_72,filler_control,1,0.7142857142857143,2.0,2.0
patient_72,filler_control,5,0.7142857142857143,2.0,2.0
patient_72,filler_control,10,0.7142857142857143,2.0,2.0
patient_72,filler_control,16,0.7142857142857143,2.0,2.0
patient_72,section_redundancy,1,0.7142857142857143,2.0,2.0
patient_72,section_redundancy,5,0.7142857142857143,2.0,2.0
patient_72,section_redundancy,10,0.7142857142857143,2.0,2.0
patient_72,section_redundancy,16,0.7142857142857143,2.0,2.0
patient_73,filler_control,1,0.4444444444444444,5.0,5.0
patient_73,filler_control,5,0.4444444444444444,5.0,5.0
patient_73,filler_control,10,0.4444444444444444,5.0,5.0
patient_73,filler_control,16,0.4444444444444444,5.0,5.0
patient_73,section_redundancy,1,0.4444444444444444,5.0,5.0
patient_73,section_redundancy,5,0.4444444444444444,5.0,5.0
patient_73,section_redundancy,10,0.4444444444444444,5.0,5.0
patient_73,section_redundancy,16,0.4444444444444444,5.0,5.0
patient_74,filler_control,1,0.6666666666666666,2.0,2.0
patient_74,filler_control,5,0.6666666666666666,2.0,2.0
patient_74,filler_control,10,0.6666666666666666,2.0,2.0
patient_74,filler_control,16,0.6666666666666666,2.0,2.0
patient_74,section_redundancy,1,0.6666666666666666,2.0,2.0
patient_74,section_redundancy,5,0.6666666666666666,2.0,2.0
patient_74,section_redundancy,10,0.6666666666666666,2.0,2.0
patient_74,section_redundancy,16,0.6666666666666666,2.0,2.0
patient_75,filler_control,1,0.3529411764705882,6.0,5.0
patient_75,filler_control,5,0.3529411764705882,6.0,5.0
patient_75,filler_control,10,0.3529411764705882,6.0,5.0
patient_75,filler_control,16,0.3529411764705882,6.0,5.0
patient_75,section_redundancy,1,0.3529411764705882,6.0,5.0
patient_75,section_redundancy,5,0.3529411764705882,6.0,5.0
patient_75,section_redundancy,10,0.3529411764705882,6.0,5.0
patient_75,section_redundancy,16,0.3529411764705882,6.0,5.0
patient_76,filler_control,1,0.6,2.0,2.0
patient_76,filler_control,5,0.6,2.0,2.0
patient_76,filler_control,10,0.6,2.0,2.0
patient_76,filler_control,16,0.6,2.0,2.0
patient_76,section_redundancy,1,0.6,2.0,2.0
patient_76,section_redundancy,5,0.6,2.0,2.0
patient_76,section_redundancy,10,0.2,4.0,4.0
patient_76,section_redundancy,16,0.2,4.0,4.0
patient_77,filler_control,1,0.5714285714285714,3.0,3.0
patient_77,filler_control,5,0.5714285714285714,3.0,3.0
patient_77,filler_control,10,0.5714285714285714,3.0,3.0
patient_77,filler_control,16,0.5714285714285714,3.0,3.0
patient_77,section_redundancy,1,0.5714285714285714,3.0,3.0
patient_77,section_redundancy,5,0.2857142857142857,5.0,5.0
patient_77,section_redundancy,10,0.2857142857142857,5.0,5.0
patient_77,section_redundancy,16,0.2857142857142857,5.0,5.0
patient_78,filler_control,1,0.4705882352941176,5.0,4.0
patient_78,filler_control,5,0.4705882352941176,5.0,4.0
patient_78,filler_control,10,0.4705882352941176,5.0,4.0
patient_78,filler_control,16,0.4705882352941176,5.0,4.0
patient_78,section_redundancy,1,0.4705882352941176,5.0,4.0
patient_78,section_redundancy,5,0.4705882352941176,5.0,4.0
patient_78,section_redundancy,10,0.2222222222222222,7.0,7.0
patient_78,section_redundancy,16,0.4705882352941176,5.0,4.0
patient_79,filler_control,1,0.2,4.0,4.0
patient_79,filler_control,5,0.6,2.0,2.0
patient_79,filler_control,10,0.6,2.0,2.0
patient_79,filler_control,16,0.6,2.0,2.0
patient_79,section_redundancy,1,0.2,4.0,4.0
patient_79,section_redundancy,5,0.6,2.0,2.0
patient_79,section_redundancy,10,0.6,2.0,2.0
patient_79,section_redundancy,16,0.6,2.0,2.0
patient_80,filler_control,1,0.4285714285714285,4.0,4.0
patient_80,filler_control,5,0.4285714285714285,4.0,4.0
patient_80,filler_control,10,0.4285714285714285,4.0,4.0
patient_80,filler_control,16,0.4285714285714285,4.0,4.0
patient_80,section_redundancy,1,0.4285714285714285,4.0,4.0
patient_80,section_redundancy,5,0.4285714285714285,4.0,4.0
patient_80,section_redundancy,10,0.4285714285714285,4.0,4.0
patient_80,section_redundancy,16,0.2666666666666666,5.0,6.0
patient_81,filler_control,1,0.3529411764705882,6.0,5.0
patient_81,filler_control,5,0.375,6.0,4.0
patient_81,filler_control,10,0.25,7.0,5.0
patient_81,filler_control,16,0.25,7.0,5.0
patient_81,section_redundancy,1,0.25,7.0,5.0
patient_81,section_redundancy,5,0.3529411764705882,6.0,5.0
patient_81,section_redundancy,10,0.3529411764705882,6.0,5.0
patient_81,section_redundancy,16,0.2352941176470588,7.0,6.0
patient_82,filler_control,1,0.7142857142857143,2.0,2.0
patient_82,filler_control,5,0.7142857142857143,2.0,2.0
patient_82,filler_control,10,0.7142857142857143,2.0,2.0
patient_82,filler_control,16,0.7142857142857143,2.0,2.0
patient_82,section_redundancy,1,0.7142857142857143,2.0,2.0
patient_82,section_redundancy,5,0.7142857142857143,2.0,2.0
patient_82,section_redundancy,10,0.7142857142857143,2.0,2.0
patient_82,section_redundancy,16,0.7142857142857143,2.0,2.0
patient_83,filler_control,1,0.4444444444444444,5.0,5.0
patient_83,filler_control,5,0.4444444444444444,5.0,5.0
patient_83,filler_control,10,0.4444444444444444,5.0,5.0
patient_83,filler_control,16,0.4444444444444444,5.0,5.0
patient_83,section_redundancy,1,0.4444444444444444,5.0,5.0
patient_83,section_redundancy,5,0.4444444444444444,5.0,5.0
patient_83,section_redundancy,10,0.4444444444444444,5.0,5.0
patient_83,section_redundancy,16,0.4444444444444444,5.0,5.0
patient_84,filler_control,1,0.6666666666666666,2.0,2.0
patient_84,filler_control,5,0.6666666666666666,2.0,2.0
patient_84,filler_control,10,0.6666666666666666,2.0,2.0
patient_84,filler_control,16,0.6666666666666666,2.0,2.0
patient_84,section_redundancy,1,0.6666666666666666,2.0,2.0
patient_84,section_redundancy,5,0.6666666666666666,2.0,2.0
patient_84,section_redundancy,10,0.6666666666666666,2.0,2.0
patient_84,section_redundancy,16,0.6666666666666666,2.0,2.0
patient_85,filler_control,1,0.3529411764705882,6.0,5.0
patient_85,filler_control,5,0.3529411764705882,6.0,5.0
patient_85,filler_control,10,0.3529411764705882,6.0,5.0
patient_85,filler_control,16,0.3529411764705882,6.0,5.0
patient_85,section_redundancy,1,0.3529411764705882,6.0,5.0
patient_85,section_redundancy,5,0.3529411764705882,6.0,5.0
patient_85,section_redundancy,10,0.3529411764705882,6.0,5.0
patient_85,section_redundancy,16,0.3529411764705882,6.0,5.0
patient_86,filler_control,1,0.6,2.0,2.0
patient_86,filler_control,5,0.6,2.0,2.0
patient_86,filler_control,10,0.6,2.0,2.0
patient_86,filler_control,16,0.6,2.0,2.0
patient_86,section_redundancy,1,0.6,2.0,2.0
patient_86,section_redundancy,5,0.6,2.0,2.0
patient_86,section_redundancy,10,0.2,4.0,4.0
patient_86,section_redundancy,16,0.2,4.0,4.0
patient_87,filler_control,1,0.5714285714285714,3.0,3.0
patient_87,filler_control,5,0.5714285714285714,3.0,3.0
patient_87,filler_control,10,0.5714285714285714,3.0,3.0
patient_87,filler_control,16,0.5714285714285714,3.0,3.0
patient_87,section_redundancy,1,0.5714285714285714,3.0,3.0
patient_87,section_redundancy,5,0.2857142857142857,5.0,5.0
patient_87,section_redundancy,10,0.2857142857142857,5.0,5.0
patient_87,section_redundancy,16,0.2857142857142857,5.0,5.0
patient_88,filler_control,1,0.4705882352941176,5.0,4.0
patient_88,filler_control,5,0.4705882352941176,5.0,4.0
patient_88,filler_control,10,0.4705882352941176,5.0,4.0
patient_88,filler_control,16,0.4705882352941176,5.0,4.0
patient_88,section_redundancy,1,0.4705882352941176,5.0,4.0
patient_88,section_redundancy,5,0.4705882352941176,5.0,4.0
patient_88,section_redundancy,10,0.2222222222222222,7.0,7.0
patient_88,section_redundancy,16,0.4705882352941176,5.0,4.0
patient_89,filler_control,1,0.2,4.0,4.0
patient_89,filler_control,5,0.6,2.0,2.0
patient_89,filler_control,10,0.6,2.0,2.0
patient_89,filler_control,16,0.6,2.0,2.0
patient_89,section_redundancy,1,0.2,4.0,4.0
patient_89,section_redundancy,5,0.6,2.0,2.0
patient_89,section_redundancy,10,0.6,2.0,2.0
patient_89,section_redundancy,16,0.6,2.0,2.0
patient_90,filler_control,1,0.4285714285714285,4.0,4.0
patient_90,filler_control,5,0.4285714285714285,4.0,4.0
patient_90,filler_control,10,0.4285714285714285,4.0,4.0
patient_90,filler_control,16,0.4285714285714285,4.0,4.0
patient_90,section_redundancy,1,0.4285714285714285,4.0,4.0
patient_90,section_redundancy,5,0.4285714285714285,4.0,4.0
patient_90,section_redundancy,10,0.4285714285714285,4.0,4.0
patient_90,section_redundancy,16,0.2666666666666666,5.0,6.0
patient_91,filler_control,1,0.3529411764705882,6.0,5.0
patient_91,filler_control,5,0.375,6.0,4.0
patient_91,filler_control,10,0.25,7.0,5.0
patient_91,filler_control,16,0.375,6.0,4.0
patient_91,section_redundancy,1,0.2352941176470588,7.0,6.0
patient_91,section_redundancy,5,0.3529411764705882,6.0,5.0
patient_91,section_redundancy,10,0.3529411764705882,6.0,5.0
patient_91,section_redundancy,16,0.2352941176470588,7.0,6.0
patient_92,filler_control,1,0.7142857142857143,2.0,2.0
patient_92,filler_control,5,0.7142857142857143,2.0,2.0
patient_92,filler_control,10,0.7142857142857143,2.0,2.0
patient_92,filler_control,16,0.7142857142857143,2.0,2.0
patient_92,section_redundancy,1,0.7142857142857143,2.0,2.0
patient_92,section_redundancy,5,0.7142857142857143,2.0,2.0
patient_92,section_redundancy,10,0.7142857142857143,2.0,2.0
patient_92,section_redundancy,16,0.7142857142857143,2.0,2.0
patient_93,filler_control,1,0.4444444444444444,5.0,5.0
patient_93,filler_control,5,0.4444444444444444,5.0,5.0
patient_93,filler_control,10,0.4444444444444444,5.0,5.0
patient_93,filler_control,16,0.4444444444444444,5.0,5.0
patient_93,section_redundancy,1,0.4444444444444444,5.0,5.0
patient_93,section_redundancy,5,0.4444444444444444,5.0,5.0
patient_93,section_redundancy,10,0.4444444444444444,5.0,5.0
patient_93,section_redundancy,16,0.4444444444444444,5.0,5.0
patient_94,filler_control,1,0.6666666666666666,2.0,2.0
patient_94,filler_control,5,0.6666666666666666,2.0,2.0
patient_94,filler_control,10,0.6666666666666666,2.0,2.0
patient_94,filler_control,16,0.6666666666666666,2.0,2.0
patient_94,section_redundancy,1,0.6666666666666666,2.0,2.0
patient_94,section_redundancy,5,0.6666666666666666,2.0,2.0
patient_94,section_redundancy,10,0.6666666666666666,2.0,2.0
patient_94,section_redundancy,16,0.6666666666666666,2.0,2.0
patient_95,filler_control,1,0.3529411764705882,6.0,5.0
patient_95,filler_control,5,0.3529411764705882,6.0,5.0
patient_95,filler_control,10,0.3529411764705882,6.0,5.0
patient_95,filler_control,16,0.3529411764705882,6.0,5.0
patient_95,section_redundancy,1,0.3529411764705882,6.0,5.0
patient_95,section_redundancy,5,0.3529411764705882,6.0,5.0
patient_95,section_redundancy,10,0.3529411764705882,6.0,5.0
patient_95,section_redundancy,16,0.3529411764705882,6.0,5.0
patient_96,filler_control,1,0.6,2.0,2.0
patient_96,filler_control,5,0.6,2.0,2.0
patient_96,filler_control,10,0.6,2.0,2.0
patient_96,filler_control,16,0.6,2.0,2.0
patient_96,section_redundancy,1,0.6,2.0,2.0
patient_96,section_redundancy,5,0.6,2.0,2.0
patient_96,section_redundancy,10,0.2,4.0,4.0
patient_96,section_redundancy,16,0.2,4.0,4.0
patient_97,filler_control,1,0.5714285714285714,3.0,3.0
patient_97,filler_control,5,0.5714285714285714,3.0,3.0
patient_97,filler_control,10,0.5714285714285714,3.0,3.0
patient_97,filler_control,16,0.5714285714285714,3.0,3.0
patient_97,section_redundancy,1,0.5714285714285714,3.0,3.0
patient_97,section_redundancy,5,0.2857142857142857,5.0,5.0
patient_97,section_redundancy,10,0.2857142857142857,5.0,5.0
patient_97,section_redundancy,16,0.2857142857142857,5.0,5.0
patient_98,filler_control,1,0.4705882352941176,5.0,4.0
patient_98,filler_control,5,0.4705882352941176,5.0,4.0
patient_98,filler_control,10,0.4705882352941176,5.0,4.0
patient_98,filler_control,16,0.4705882352941176,5.0,4.0
patient_98,section_redundancy,1,0.4705882352941176,5.0,4.0
patient_98,section_redundancy,5,0.4705882352941176,5.0,4.0
patient_98,section_redundancy,10,0.2222222222222222,7.0,7.0
patient_98,section_redundancy,16,0.4705882352941176,5.0,4.0
patient_99,filler_control,1,0.2,4.0,4.0
patient_99,filler_control,5,0.6,2.0,2.0
patient_99,filler_control,10,0.6,2.0,2.0
patient_99,filler_control,16,0.6,2.0,2.0
patient_99,section_redundancy,1,0.2,4.0,4.0
patient_99,section_redundancy,5,0.6,2.0,2.0
patient_99,section_redundancy,10,0.6,2.0,2.0
patient_99,section_redundancy,16,0.6,2.0,2.0
