model_key,model,condition,patient_id,repetition,run,prompt_tokens,completion_tokens,total_tokens,estimated_cost
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,10,3,881,94,975,0.00039
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,16,1,1244,94,1338,0.0005352
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,16,2,1225,94,1319,0.0005276
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_09,16,3,1266,89,1355,0.0005420000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,2,1,410,113,523,0.00020920000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,2,2,427,113,540,0.00021600000000000002
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,2,3,430,113,543,0.0002172
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,5,1,676,113,789,0.00031560000000000003
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,5,2,683,113,796,0.0003184
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,5,3,664,113,777,0.0003108
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,10,1,1112,113,1225,0.0004900000000000001
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,10,2,1117,113,1230,0.000492
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,10,3,1096,116,1212,0.0004848
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,16,1,1620,113,1733,0.0006932
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,16,2,1640,113,1753,0.0007012
llama70b,meta-llama/Meta-Llama-3.1-70B-Instruct,filler_control,patient_10,16,3,1619,116,1735,0.0006940000000000002
