model_key,model,condition,patient_id,repetition,run,prompt_tokens,completion_tokens,total_tokens,estimated_cost
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,3,940,111,1051,0.0003828
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,10,3,921,111,1032,0.00037596
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,1,1331,111,1442,0.00052356
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,1,1315,111,1426,0.0005178
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,2,1335,111,1446,0.000525
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,3,1349,111,1460,0.00053004
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_06,16,3,1331,111,1442,0.00052356
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,1,398,119,517,0.00019088
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,1,406,133,539,0.00019936
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,2,395,119,514,0.0001898
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,2,408,119,527,0.00019448
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,3,403,133,536,0.0001982799999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,2,3,401,119,520,0.00019196
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,1,647,124,771,0.0002825199999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,1,647,133,780,0.00028612
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,2,628,133,761,0.00027928
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,2,641,133,774,0.00028396
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,3,616,133,749,0.00027496
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,5,3,644,133,777,0.00028504
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,1,1022,124,1146,0.00041752
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,1,979,133,1112,0.0004056399999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,2,988,133,1121,0.00040888
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,2,996,124,1120,0.0004081599999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,3,1010,133,1143,0.0004168
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,10,3,1006,133,1139,0.00041536
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,1,1449,124,1573,0.00057124
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,1,1459,124,1583,0.00057484
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,2,1466,124,1590,0.00057736
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,2,1449,124,1573,0.00057124
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,3,1434,124,1558,0.00056584
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_07,16,3,1465,124,1589,0.000577
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,1,464,143,607,0.00022424
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,1,459,143,602,0.00022244
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,2,455,143,598,0.0002209999999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,3,450,143,593,0.0002192
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,2,3,450,143,593,0.0002192
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,1,745,143,888,0.0003254
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,1,722,143,865,0.00031712
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,2,725,143,868,0.0003182
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,2,747,143,890,0.00032612
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,3,740,143,883,0.0003236
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,5,3,730,143,873,0.00032
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,10,1,1230,143,1373,0.0005
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,10,2,1210,143,1353,0.0004928
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,10,3,1214,143,1357,0.00049424
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,16,1,1778,143,1921,0.00069728
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,16,2,1795,143,1938,0.0007034
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_08,16,3,1808,143,1951,0.00070808
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,2,1,350,108,458,0.0001692
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,2,2,354,100,454,0.00016744
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,2,3,352,100,452,0.00016672
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,5,1,541,100,641,0.00023476
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,5,2,549,100,649,0.00023764
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,5,3,561,108,669,0.00024516
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,10,1,874,105,979,0.00035664
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,10,2,863,111,974,0.00035508
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,10,3,865,108,973,0.0003546
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,16,1,1256,108,1364,0.0004953599999999
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,16,2,1247,105,1352,0.00049092
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_09,16,3,1236,105,1341,0.00048696
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,2,1,437,131,568,0.00020972
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,2,2,442,131,573,0.00021152
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,2,3,441,131,572,0.00021116
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,5,1,696,123,819,0.00029976
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,5,2,697,123,820,0.00030012
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,5,3,702,123,825,0.00030192
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,10,1,1147,123,1270,0.00046212
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,10,2,1126,123,1249,0.00045456
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,10,3,1124,123,1247,0.00045384
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,16,1,1649,123,1772,0.00064284
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,16,2,1634,123,1757,0.00063744
qwen72b,Qwen/Qwen2.5-72B-Instruct,filler_control,patient_10,16,3,1632,123,1755,0.00063672
